,concept:name,time:timestamp,case:concept:name
67,O_CREATED,1970-04-27 01:47:48,1
68,O_SENT,1970-04-27 01:47:49,1
69,W_Nabellen offertes,1970-04-27 01:47:50,1
70,W_Completeren aanvraag,1970-04-27 01:47:51,1
71,W_Nabellen offertes,1970-04-27 01:47:52,1
72,W_Nabellen offertes,1970-04-27 01:47:53,1
73,W_Nabellen offertes,1970-04-27 01:47:54,1
74,O_SELECTED,1970-04-27 01:47:55,1
75,O_CANCELLED,1970-04-27 01:47:56,1
76,O_CREATED,1970-04-27 01:47:57,1
77,O_SENT,1970-04-27 01:47:58,1
78,W_Nabellen offertes,1970-04-27 01:47:59,1
79,W_Nabellen offertes,1970-04-27 01:48:00,1
80,W_Nabellen offertes,1970-04-27 01:48:01,1
81,W_Nabellen offertes,1970-04-27 01:48:02,1
82,W_Nabellen offertes,1970-04-27 01:48:03,1
83,W_Nabellen offertes,1970-04-27 01:48:04,1
84,W_Nabellen offertes,1970-04-27 01:48:05,1
85,W_Nabellen offertes,1970-04-27 01:48:06,1
86,W_Nabellen offertes,1970-04-27 01:48:07,1
87,O_SENT_BACK,1970-04-27 01:48:08,1
88,W_Valideren aanvraag,1970-04-27 01:48:09,1
89,W_Nabellen offertes,1970-04-27 01:48:10,1
90,W_Valideren aanvraag,1970-04-27 01:48:11,1
91,W_Nabellen incomplete dossiers,1970-04-27 01:48:12,1
92,W_Valideren aanvraag,1970-04-27 01:48:13,1
93,W_Nabellen incomplete dossiers,1970-04-27 01:48:14,1
94,W_Nabellen incomplete dossiers,1970-04-27 01:48:15,1
95,W_Nabellen incomplete dossiers,1970-04-27 01:48:16,1
96,W_Nabellen incomplete dossiers,1970-04-27 01:48:17,1
97,W_Nabellen incomplete dossiers,1970-04-27 01:48:18,1
98,W_Nabellen incomplete dossiers,1970-04-27 01:48:19,1
99,W_Nabellen incomplete dossiers,1970-04-27 01:48:20,1
100,W_Nabellen incomplete dossiers,1970-04-27 01:48:21,1
101,W_Nabellen incomplete dossiers,1970-04-27 01:48:22,1
102,W_Nabellen incomplete dossiers,1970-04-27 01:48:23,1
103,W_Nabellen incomplete dossiers,1970-04-27 01:48:24,1
104,W_Nabellen incomplete dossiers,1970-04-27 01:48:25,1
105,W_Nabellen incomplete dossiers,1970-04-27 01:48:26,1
106,W_Nabellen incomplete dossiers,1970-04-27 01:48:27,1
107,W_Nabellen incomplete dossiers,1970-04-27 01:48:28,1
108,W_Nabellen incomplete dossiers,1970-04-27 01:48:29,1
109,W_Nabellen incomplete dossiers,1970-04-27 01:48:30,1
110,W_Nabellen incomplete dossiers,1970-04-27 01:48:31,1
111,W_Nabellen incomplete dossiers,1970-04-27 01:48:32,1
112,W_Nabellen incomplete dossiers,1970-04-27 01:48:33,1
113,W_Nabellen incomplete dossiers,1970-04-27 01:48:34,1
114,W_Valideren aanvraag,1970-04-27 01:48:35,1
115,W_Nabellen incomplete dossiers,1970-04-27 01:48:36,1
116,W_Valideren aanvraag,1970-04-27 01:48:37,1
117,W_Nabellen incomplete dossiers,1970-04-27 01:48:38,1
118,W_Valideren aanvraag,1970-04-27 01:48:39,1
119,W_Nabellen incomplete dossiers,1970-04-27 01:48:40,1
120,W_Nabellen incomplete dossiers,1970-04-27 01:48:41,1
121,W_Nabellen incomplete dossiers,1970-04-27 01:48:42,1
122,W_Nabellen incomplete dossiers,1970-04-27 01:48:43,1
123,W_Nabellen incomplete dossiers,1970-04-27 01:48:44,1
124,W_Nabellen incomplete dossiers,1970-04-27 01:48:45,1
125,W_Nabellen incomplete dossiers,1970-04-27 01:48:46,1
126,W_Nabellen incomplete dossiers,1970-04-27 01:48:47,1
127,W_Nabellen incomplete dossiers,1970-04-27 01:48:48,1
128,W_Valideren aanvraag,1970-04-27 01:48:49,1
129,W_Nabellen incomplete dossiers,1970-04-27 01:48:50,1
130,W_Valideren aanvraag,1970-04-27 01:48:51,1
131,O_ACCEPTED,1970-04-27 01:48:52,1
132,A_APPROVED,1970-04-27 01:48:53,1
133,A_REGISTERED,1970-04-27 01:48:54,1
134,A_ACTIVATED,1970-04-27 01:48:55,1
135,W_Valideren aanvraag,1970-04-27 01:48:56,1
136,A_SUBMITTED,1970-04-27 01:48:57,2
137,A_PARTLYSUBMITTED,1970-04-27 01:48:58,2
138,A_PREACCEPTED,1970-04-27 01:48:59,2
139,W_Completeren aanvraag,1970-04-27 01:49:00,2
140,W_Completeren aanvraag,1970-04-27 01:49:01,2
141,W_Completeren aanvraag,1970-04-27 01:49:02,2
142,W_Completeren aanvraag,1970-04-27 01:49:03,2
143,W_Completeren aanvraag,1970-04-27 01:49:04,2
144,W_Completeren aanvraag,1970-04-27 01:49:05,2
145,W_Completeren aanvraag,1970-04-27 01:49:06,2
146,W_Completeren aanvraag,1970-04-27 01:49:07,2
147,A_ACCEPTED,1970-04-27 01:49:08,2
148,O_SELECTED,1970-04-27 01:49:09,2
149,A_FINALIZED,1970-04-27 01:49:10,2
150,O_CREATED,1970-04-27 01:49:11,2
151,O_SENT,1970-04-27 01:49:12,2
152,W_Nabellen offertes,1970-04-27 01:49:13,2
153,W_Completeren aanvraag,1970-04-27 01:49:14,2
154,W_Nabellen offertes,1970-04-27 01:49:15,2
155,W_Nabellen offertes,1970-04-27 01:49:16,2
156,W_Nabellen offertes,1970-04-27 01:49:17,2
157,W_Nabellen offertes,1970-04-27 01:49:18,2
158,W_Nabellen offertes,1970-04-27 01:49:19,2
159,W_Nabellen offertes,1970-04-27 01:49:20,2
160,W_Nabellen offertes,1970-04-27 01:49:21,2
161,W_Nabellen offertes,1970-04-27 01:49:22,2
162,W_Nabellen offertes,1970-04-27 01:49:23,2
163,W_Nabellen offertes,1970-04-27 01:49:24,2
164,W_Nabellen offertes,1970-04-27 01:49:25,2
165,W_Nabellen offertes,1970-04-27 01:49:26,2
166,W_Nabellen offertes,1970-04-27 01:49:27,2
167,W_Nabellen offertes,1970-04-27 01:49:28,2
168,W_Nabellen offertes,1970-04-27 01:49:29,2
169,O_SENT_BACK,1970-04-27 01:49:30,2
170,W_Valideren aanvraag,1970-04-27 01:49:31,2
171,W_Nabellen offertes,1970-04-27 01:49:32,2
172,W_Valideren aanvraag,1970-04-27 01:49:33,2
173,W_Nabellen incomplete dossiers,1970-04-27 01:49:34,2
174,W_Valideren aanvraag,1970-04-27 01:49:35,2
175,W_Nabellen incomplete dossiers,1970-04-27 01:49:36,2
176,W_Nabellen incomplete dossiers,1970-04-27 01:49:37,2
177,W_Nabellen incomplete dossiers,1970-04-27 01:49:38,2
178,W_Nabellen incomplete dossiers,1970-04-27 01:49:39,2
179,W_Nabellen incomplete dossiers,1970-04-27 01:49:40,2
180,W_Nabellen incomplete dossiers,1970-04-27 01:49:41,2
181,W_Nabellen incomplete dossiers,1970-04-27 01:49:42,2
182,W_Valideren aanvraag,1970-04-27 01:49:43,2
183,W_Nabellen incomplete dossiers,1970-04-27 01:49:44,2
184,W_Valideren aanvraag,1970-04-27 01:49:45,2
185,W_Nabellen incomplete dossiers,1970-04-27 01:49:46,2
186,W_Valideren aanvraag,1970-04-27 01:49:47,2
187,W_Nabellen incomplete dossiers,1970-04-27 01:49:48,2
188,W_Nabellen incomplete dossiers,1970-04-27 01:49:49,2
189,W_Nabellen incomplete dossiers,1970-04-27 01:49:50,2
190,W_Valideren aanvraag,1970-04-27 01:49:51,2
191,W_Nabellen incomplete dossiers,1970-04-27 01:49:52,2
192,W_Valideren aanvraag,1970-04-27 01:49:53,2
193,W_Nabellen incomplete dossiers,1970-04-27 01:49:54,2
194,W_Valideren aanvraag,1970-04-27 01:49:55,2
195,W_Nabellen incomplete dossiers,1970-04-27 01:49:56,2
196,W_Nabellen incomplete dossiers,1970-04-27 01:49:57,2
197,W_Nabellen incomplete dossiers,1970-04-27 01:49:58,2
198,W_Nabellen incomplete dossiers,1970-04-27 01:49:59,2
199,W_Nabellen incomplete dossiers,1970-04-27 01:50:00,2
200,W_Valideren aanvraag,1970-04-27 01:50:01,2
201,W_Nabellen incomplete dossiers,1970-04-27 01:50:02,2
202,W_Valideren aanvraag,1970-04-27 01:50:03,2
203,W_Valideren aanvraag,1970-04-27 01:50:04,2
204,W_Valideren aanvraag,1970-04-27 01:50:05,2
205,W_Valideren aanvraag,1970-04-27 01:50:06,2
206,W_Valideren aanvraag,1970-04-27 01:50:07,2
207,O_ACCEPTED,1970-04-27 01:50:08,2
208,A_ACTIVATED,1970-04-27 01:50:09,2
209,A_REGISTERED,1970-04-27 01:50:10,2
210,A_APPROVED,1970-04-27 01:50:11,2
211,W_Valideren aanvraag,1970-04-27 01:50:12,2
212,A_SUBMITTED,1970-04-27 01:50:13,3
213,A_PARTLYSUBMITTED,1970-04-27 01:50:14,3
214,A_PREACCEPTED,1970-04-27 01:50:15,3
215,W_Completeren aanvraag,1970-04-27 01:50:16,3
216,W_Completeren aanvraag,1970-04-27 01:50:17,3
217,W_Completeren aanvraag,1970-04-27 01:50:18,3
218,W_Completeren aanvraag,1970-04-27 01:50:19,3
219,W_Completeren aanvraag,1970-04-27 01:50:20,3
220,W_Completeren aanvraag,1970-04-27 01:50:21,3
221,W_Completeren aanvraag,1970-04-27 01:50:22,3
222,W_Completeren aanvraag,1970-04-27 01:50:23,3
223,W_Completeren aanvraag,1970-04-27 01:50:24,3
224,W_Completeren aanvraag,1970-04-27 01:50:25,3
225,W_Completeren aanvraag,1970-04-27 01:50:26,3
226,W_Completeren aanvraag,1970-04-27 01:50:27,3
227,W_Completeren aanvraag,1970-04-27 01:50:28,3
228,W_Completeren aanvraag,1970-04-27 01:50:29,3
229,W_Completeren aanvraag,1970-04-27 01:50:30,3
230,W_Completeren aanvraag,1970-04-27 01:50:31,3
231,A_ACCEPTED,1970-04-27 01:50:32,3
232,O_SELECTED,1970-04-27 01:50:33,3
233,A_FINALIZED,1970-04-27 01:50:34,3
234,O_CREATED,1970-04-27 01:50:35,3
235,O_SENT,1970-04-27 01:50:36,3
236,W_Nabellen offertes,1970-04-27 01:50:37,3
237,W_Completeren aanvraag,1970-04-27 01:50:38,3
238,W_Nabellen offertes,1970-04-27 01:50:39,3
239,W_Nabellen offertes,1970-04-27 01:50:40,3
240,W_Nabellen offertes,1970-04-27 01:50:41,3
241,W_Nabellen offertes,1970-04-27 01:50:42,3
242,W_Nabellen offertes,1970-04-27 01:50:43,3
243,W_Nabellen offertes,1970-04-27 01:50:44,3
244,W_Nabellen offertes,1970-04-27 01:50:45,3
245,O_SENT_BACK,1970-04-27 01:50:46,3
246,W_Valideren aanvraag,1970-04-27 01:50:47,3
247,W_Nabellen offertes,1970-04-27 01:50:48,3
248,W_Valideren aanvraag,1970-04-27 01:50:49,3
249,W_Nabellen incomplete dossiers,1970-04-27 01:50:50,3
250,W_Valideren aanvraag,1970-04-27 01:50:51,3
251,W_Nabellen incomplete dossiers,1970-04-27 01:50:52,3
252,W_Nabellen incomplete dossiers,1970-04-27 01:50:53,3
253,W_Nabellen incomplete dossiers,1970-04-27 01:50:54,3
254,W_Nabellen incomplete dossiers,1970-04-27 01:50:55,3
255,W_Nabellen incomplete dossiers,1970-04-27 01:50:56,3
256,W_Nabellen incomplete dossiers,1970-04-27 01:50:57,3
257,W_Nabellen incomplete dossiers,1970-04-27 01:50:58,3
258,W_Nabellen incomplete dossiers,1970-04-27 01:50:59,3
259,W_Nabellen incomplete dossiers,1970-04-27 01:51:00,3
260,W_Nabellen incomplete dossiers,1970-04-27 01:51:01,3
261,W_Nabellen incomplete dossiers,1970-04-27 01:51:02,3
262,W_Nabellen incomplete dossiers,1970-04-27 01:51:03,3
263,W_Nabellen incomplete dossiers,1970-04-27 01:51:04,3
264,W_Valideren aanvraag,1970-04-27 01:51:05,3
265,W_Nabellen incomplete dossiers,1970-04-27 01:51:06,3
266,W_Valideren aanvraag,1970-04-27 01:51:07,3
267,W_Nabellen incomplete dossiers,1970-04-27 01:51:08,3
268,W_Valideren aanvraag,1970-04-27 01:51:09,3
269,W_Nabellen incomplete dossiers,1970-04-27 01:51:10,3
270,W_Nabellen incomplete dossiers,1970-04-27 01:51:11,3
271,W_Nabellen incomplete dossiers,1970-04-27 01:51:12,3
272,W_Valideren aanvraag,1970-04-27 01:51:13,3
273,W_Nabellen incomplete dossiers,1970-04-27 01:51:14,3
274,W_Valideren aanvraag,1970-04-27 01:51:15,3
275,W_Valideren aanvraag,1970-04-27 01:51:16,3
276,W_Valideren aanvraag,1970-04-27 01:51:17,3
277,W_Nabellen incomplete dossiers,1970-04-27 01:51:18,3
278,W_Valideren aanvraag,1970-04-27 01:51:19,3
279,W_Nabellen incomplete dossiers,1970-04-27 01:51:20,3
280,W_Nabellen incomplete dossiers,1970-04-27 01:51:21,3
281,W_Nabellen incomplete dossiers,1970-04-27 01:51:22,3
282,W_Nabellen incomplete dossiers,1970-04-27 01:51:23,3
283,W_Nabellen incomplete dossiers,1970-04-27 01:51:24,3
284,W_Nabellen incomplete dossiers,1970-04-27 01:51:25,3
285,W_Nabellen incomplete dossiers,1970-04-27 01:51:26,3
286,W_Nabellen incomplete dossiers,1970-04-27 01:51:27,3
287,W_Nabellen incomplete dossiers,1970-04-27 01:51:28,3
288,W_Nabellen incomplete dossiers,1970-04-27 01:51:29,3
289,W_Nabellen incomplete dossiers,1970-04-27 01:51:30,3
290,W_Nabellen incomplete dossiers,1970-04-27 01:51:31,3
291,W_Nabellen incomplete dossiers,1970-04-27 01:51:32,3
292,W_Nabellen incomplete dossiers,1970-04-27 01:51:33,3
293,W_Nabellen incomplete dossiers,1970-04-27 01:51:34,3
294,W_Nabellen incomplete dossiers,1970-04-27 01:51:35,3
295,W_Nabellen incomplete dossiers,1970-04-27 01:51:36,3
296,W_Nabellen incomplete dossiers,1970-04-27 01:51:37,3
297,W_Nabellen incomplete dossiers,1970-04-27 01:51:38,3
298,W_Nabellen incomplete dossiers,1970-04-27 01:51:39,3
299,W_Nabellen incomplete dossiers,1970-04-27 01:51:40,3
300,W_Nabellen incomplete dossiers,1970-04-27 01:51:41,3
301,W_Nabellen incomplete dossiers,1970-04-27 01:51:42,3
302,W_Nabellen incomplete dossiers,1970-04-27 01:51:43,3
303,W_Nabellen incomplete dossiers,1970-04-27 01:51:44,3
304,W_Nabellen incomplete dossiers,1970-04-27 01:51:45,3
305,W_Nabellen incomplete dossiers,1970-04-27 01:51:46,3
306,W_Nabellen incomplete dossiers,1970-04-27 01:51:47,3
307,W_Nabellen incomplete dossiers,1970-04-27 01:51:48,3
308,W_Valideren aanvraag,1970-04-27 01:51:49,3
309,W_Nabellen incomplete dossiers,1970-04-27 01:51:50,3
310,W_Valideren aanvraag,1970-04-27 01:51:51,3
311,W_Valideren aanvraag,1970-04-27 01:51:52,3
312,W_Valideren aanvraag,1970-04-27 01:51:53,3
313,W_Valideren aanvraag,1970-04-27 01:51:54,3
314,W_Valideren aanvraag,1970-04-27 01:51:55,3
315,A_APPROVED,1970-04-27 01:51:56,3
316,O_ACCEPTED,1970-04-27 01:51:57,3
317,A_ACTIVATED,1970-04-27 01:51:58,3
318,A_REGISTERED,1970-04-27 01:51:59,3
319,W_Valideren aanvraag,1970-04-27 01:52:00,3
320,A_SUBMITTED,1970-04-27 01:52:01,4
321,A_PARTLYSUBMITTED,1970-04-27 01:52:02,4
322,A_PREACCEPTED,1970-04-27 01:52:03,4
323,W_Completeren aanvraag,1970-04-27 01:52:04,4
324,W_Completeren aanvraag,1970-04-27 01:52:05,4
325,W_Completeren aanvraag,1970-04-27 01:52:06,4
326,W_Completeren aanvraag,1970-04-27 01:52:07,4
327,W_Completeren aanvraag,1970-04-27 01:52:08,4
328,W_Completeren aanvraag,1970-04-27 01:52:09,4
329,A_ACCEPTED,1970-04-27 01:52:10,4
330,O_SELECTED,1970-04-27 01:52:11,4
331,A_FINALIZED,1970-04-27 01:52:12,4
332,O_CREATED,1970-04-27 01:52:13,4
333,O_SENT,1970-04-27 01:52:14,4
334,W_Nabellen offertes,1970-04-27 01:52:15,4
335,W_Completeren aanvraag,1970-04-27 01:52:16,4
336,W_Nabellen offertes,1970-04-27 01:52:17,4
337,O_CANCELLED,1970-04-27 01:52:18,4
338,O_SELECTED,1970-04-27 01:52:19,4
339,O_CREATED,1970-04-27 01:52:20,4
340,O_SENT,1970-04-27 01:52:21,4
341,W_Nabellen offertes,1970-04-27 01:52:22,4
342,W_Nabellen offertes,1970-04-27 01:52:23,4
343,W_Nabellen offertes,1970-04-27 01:52:24,4
344,W_Nabellen offertes,1970-04-27 01:52:25,4
345,W_Nabellen offertes,1970-04-27 01:52:26,4
346,W_Nabellen offertes,1970-04-27 01:52:27,4
347,W_Nabellen offertes,1970-04-27 01:52:28,4
348,W_Nabellen offertes,1970-04-27 01:52:29,4
349,W_Nabellen offertes,1970-04-27 01:52:30,4
350,W_Nabellen offertes,1970-04-27 01:52:31,4
351,W_Nabellen offertes,1970-04-27 01:52:32,4
352,W_Nabellen offertes,1970-04-27 01:52:33,4
353,W_Nabellen offertes,1970-04-27 01:52:34,4
354,W_Nabellen offertes,1970-04-27 01:52:35,4
355,W_Nabellen offertes,1970-04-27 01:52:36,4
356,O_SENT_BACK,1970-04-27 01:52:37,4
357,W_Valideren aanvraag,1970-04-27 01:52:38,4
358,W_Nabellen offertes,1970-04-27 01:52:39,4
359,W_Valideren aanvraag,1970-04-27 01:52:40,4
360,W_Nabellen incomplete dossiers,1970-04-27 01:52:41,4
361,W_Valideren aanvraag,1970-04-27 01:52:42,4
362,W_Nabellen incomplete dossiers,1970-04-27 01:52:43,4
363,W_Nabellen incomplete dossiers,1970-04-27 01:52:44,4
364,W_Nabellen incomplete dossiers,1970-04-27 01:52:45,4
365,W_Nabellen incomplete dossiers,1970-04-27 01:52:46,4
366,W_Nabellen incomplete dossiers,1970-04-27 01:52:47,4
367,W_Nabellen incomplete dossiers,1970-04-27 01:52:48,4
368,W_Nabellen incomplete dossiers,1970-04-27 01:52:49,4
369,W_Nabellen incomplete dossiers,1970-04-27 01:52:50,4
370,W_Nabellen incomplete dossiers,1970-04-27 01:52:51,4
371,W_Nabellen incomplete dossiers,1970-04-27 01:52:52,4
372,W_Nabellen incomplete dossiers,1970-04-27 01:52:53,4
373,W_Nabellen incomplete dossiers,1970-04-27 01:52:54,4
374,W_Nabellen incomplete dossiers,1970-04-27 01:52:55,4
375,W_Valideren aanvraag,1970-04-27 01:52:56,4
376,W_Nabellen incomplete dossiers,1970-04-27 01:52:57,4
377,W_Valideren aanvraag,1970-04-27 01:52:58,4
378,W_Nabellen incomplete dossiers,1970-04-27 01:52:59,4
379,W_Valideren aanvraag,1970-04-27 01:53:00,4
380,W_Nabellen incomplete dossiers,1970-04-27 01:53:01,4
381,W_Nabellen incomplete dossiers,1970-04-27 01:53:02,4
382,W_Nabellen incomplete dossiers,1970-04-27 01:53:03,4
383,W_Nabellen incomplete dossiers,1970-04-27 01:53:04,4
384,W_Nabellen incomplete dossiers,1970-04-27 01:53:05,4
385,W_Nabellen incomplete dossiers,1970-04-27 01:53:06,4
386,W_Nabellen incomplete dossiers,1970-04-27 01:53:07,4
387,W_Nabellen incomplete dossiers,1970-04-27 01:53:08,4
388,W_Nabellen incomplete dossiers,1970-04-27 01:53:09,4
389,W_Nabellen incomplete dossiers,1970-04-27 01:53:10,4
390,W_Nabellen incomplete dossiers,1970-04-27 01:53:11,4
391,W_Nabellen incomplete dossiers,1970-04-27 01:53:12,4
392,W_Nabellen incomplete dossiers,1970-04-27 01:53:13,4
393,W_Nabellen incomplete dossiers,1970-04-27 01:53:14,4
394,W_Nabellen incomplete dossiers,1970-04-27 01:53:15,4
395,W_Nabellen incomplete dossiers,1970-04-27 01:53:16,4
396,W_Nabellen incomplete dossiers,1970-04-27 01:53:17,4
397,W_Nabellen incomplete dossiers,1970-04-27 01:53:18,4
398,W_Nabellen incomplete dossiers,1970-04-27 01:53:19,4
399,W_Nabellen incomplete dossiers,1970-04-27 01:53:20,4
400,W_Nabellen incomplete dossiers,1970-04-27 01:53:21,4
401,W_Nabellen incomplete dossiers,1970-04-27 01:53:22,4
402,W_Nabellen incomplete dossiers,1970-04-27 01:53:23,4
403,W_Nabellen incomplete dossiers,1970-04-27 01:53:24,4
404,W_Nabellen incomplete dossiers,1970-04-27 01:53:25,4
405,W_Nabellen incomplete dossiers,1970-04-27 01:53:26,4
406,W_Nabellen incomplete dossiers,1970-04-27 01:53:27,4
407,W_Nabellen incomplete dossiers,1970-04-27 01:53:28,4
408,W_Nabellen incomplete dossiers,1970-04-27 01:53:29,4
409,W_Nabellen incomplete dossiers,1970-04-27 01:53:30,4
410,W_Nabellen incomplete dossiers,1970-04-27 01:53:31,4
411,W_Nabellen incomplete dossiers,1970-04-27 01:53:32,4
412,W_Nabellen incomplete dossiers,1970-04-27 01:53:33,4
413,W_Nabellen incomplete dossiers,1970-04-27 01:53:34,4
414,W_Nabellen incomplete dossiers,1970-04-27 01:53:35,4
415,W_Nabellen incomplete dossiers,1970-04-27 01:53:36,4
416,W_Nabellen incomplete dossiers,1970-04-27 01:53:37,4
417,W_Nabellen incomplete dossiers,1970-04-27 01:53:38,4
418,W_Nabellen incomplete dossiers,1970-04-27 01:53:39,4
419,W_Nabellen incomplete dossiers,1970-04-27 01:53:40,4
420,W_Nabellen incomplete dossiers,1970-04-27 01:53:41,4
421,W_Nabellen incomplete dossiers,1970-04-27 01:53:42,4
422,W_Nabellen incomplete dossiers,1970-04-27 01:53:43,4
423,W_Nabellen incomplete dossiers,1970-04-27 01:53:44,4
424,W_Nabellen incomplete dossiers,1970-04-27 01:53:45,4
425,W_Nabellen incomplete dossiers,1970-04-27 01:53:46,4
426,W_Nabellen incomplete dossiers,1970-04-27 01:53:47,4
427,W_Valideren aanvraag,1970-04-27 01:53:48,4
428,W_Nabellen incomplete dossiers,1970-04-27 01:53:49,4
429,W_Valideren aanvraag,1970-04-27 01:53:50,4
430,O_ACCEPTED,1970-04-27 01:53:51,4
431,A_REGISTERED,1970-04-27 01:53:52,4
432,A_APPROVED,1970-04-27 01:53:53,4
433,A_ACTIVATED,1970-04-27 01:53:54,4
434,W_Valideren aanvraag,1970-04-27 01:53:55,4
435,A_SUBMITTED,1970-04-27 01:53:56,5
436,A_PARTLYSUBMITTED,1970-04-27 01:53:57,5
437,A_PREACCEPTED,1970-04-27 01:53:58,5
438,W_Completeren aanvraag,1970-04-27 01:53:59,5
439,W_Completeren aanvraag,1970-04-27 01:54:00,5
440,W_Completeren aanvraag,1970-04-27 01:54:01,5
441,W_Completeren aanvraag,1970-04-27 01:54:02,5
442,W_Completeren aanvraag,1970-04-27 01:54:03,5
443,W_Completeren aanvraag,1970-04-27 01:54:04,5
444,A_ACCEPTED,1970-04-27 01:54:05,5
445,O_SELECTED,1970-04-27 01:54:06,5
446,A_FINALIZED,1970-04-27 01:54:07,5
447,O_CREATED,1970-04-27 01:54:08,5
448,O_SENT,1970-04-27 01:54:09,5
449,W_Nabellen offertes,1970-04-27 01:54:10,5
450,W_Completeren aanvraag,1970-04-27 01:54:11,5
451,W_Nabellen offertes,1970-04-27 01:54:12,5
452,W_Nabellen offertes,1970-04-27 01:54:13,5
453,W_Nabellen offertes,1970-04-27 01:54:14,5
454,W_Nabellen offertes,1970-04-27 01:54:15,5
455,W_Nabellen offertes,1970-04-27 01:54:16,5
456,O_SENT_BACK,1970-04-27 01:54:17,5
457,W_Valideren aanvraag,1970-04-27 01:54:18,5
458,W_Nabellen offertes,1970-04-27 01:54:19,5
459,W_Valideren aanvraag,1970-04-27 01:54:20,5
460,W_Valideren aanvraag,1970-04-27 01:54:21,5
461,W_Valideren aanvraag,1970-04-27 01:54:22,5
462,W_Nabellen incomplete dossiers,1970-04-27 01:54:23,5
463,W_Valideren aanvraag,1970-04-27 01:54:24,5
464,W_Nabellen incomplete dossiers,1970-04-27 01:54:25,5
465,W_Nabellen incomplete dossiers,1970-04-27 01:54:26,5
466,W_Nabellen incomplete dossiers,1970-04-27 01:54:27,5
467,W_Nabellen incomplete dossiers,1970-04-27 01:54:28,5
468,W_Nabellen incomplete dossiers,1970-04-27 01:54:29,5
