,concept:name,time:timestamp,case:concept:name
65,A_PARTLYSUBMITTED,1970-04-27 01:47:46,8
66,A_DECLINED,1970-04-27 01:47:47,8
67,A_SUBMITTED,1970-04-27 01:47:48,9
68,A_PARTLYSUBMITTED,1970-04-27 01:47:49,9
69,W_Afhandelen leads,1970-04-27 01:47:50,9
70,W_Afhandelen leads,1970-04-27 01:47:51,9
71,A_DECLINED,1970-04-27 01:47:52,9
72,W_Afhandelen leads,1970-04-27 01:47:53,9
73,A_SUBMITTED,1970-04-27 01:47:54,10
74,A_PARTLYSUBMITTED,1970-04-27 01:47:55,10
75,A_DECLINED,1970-04-27 01:47:56,10
76,A_SUBMITTED,1970-04-27 01:47:57,11
77,A_PARTLYSUBMITTED,1970-04-27 01:47:58,11
78,A_DECLINED,1970-04-27 01:47:59,11
79,A_SUBMITTED,1970-04-27 01:48:00,12
80,A_PARTLYSUBMITTED,1970-04-27 01:48:01,12
81,A_PREACCEPTED,1970-04-27 01:48:02,12
82,W_Completeren aanvraag,1970-04-27 01:48:03,12
83,W_Completeren aanvraag,1970-04-27 01:48:04,12
84,W_Completeren aanvraag,1970-04-27 01:48:05,12
85,W_Completeren aanvraag,1970-04-27 01:48:06,12
86,A_DECLINED,1970-04-27 01:48:07,12
87,W_Completeren aanvraag,1970-04-27 01:48:08,12
88,A_SUBMITTED,1970-04-27 01:48:09,13
89,A_PARTLYSUBMITTED,1970-04-27 01:48:10,13
90,W_Afhandelen leads,1970-04-27 01:48:11,13
91,W_Afhandelen leads,1970-04-27 01:48:12,13
92,A_DECLINED,1970-04-27 01:48:13,13
93,W_Afhandelen leads,1970-04-27 01:48:14,13
94,A_SUBMITTED,1970-04-27 01:48:15,14
95,A_PARTLYSUBMITTED,1970-04-27 01:48:16,14
96,A_PREACCEPTED,1970-04-27 01:48:17,14
97,W_Completeren aanvraag,1970-04-27 01:48:18,14
98,W_Completeren aanvraag,1970-04-27 01:48:19,14
99,A_DECLINED,1970-04-27 01:48:20,14
100,W_Completeren aanvraag,1970-04-27 01:48:21,14
101,A_SUBMITTED,1970-04-27 01:48:22,15
102,A_PARTLYSUBMITTED,1970-04-27 01:48:23,15
103,A_PREACCEPTED,1970-04-27 01:48:24,15
104,W_Completeren aanvraag,1970-04-27 01:48:25,15
105,W_Completeren aanvraag,1970-04-27 01:48:26,15
106,W_Completeren aanvraag,1970-04-27 01:48:27,15
107,W_Completeren aanvraag,1970-04-27 01:48:28,15
108,W_Completeren aanvraag,1970-04-27 01:48:29,15
109,W_Completeren aanvraag,1970-04-27 01:48:30,15
110,W_Completeren aanvraag,1970-04-27 01:48:31,15
111,W_Completeren aanvraag,1970-04-27 01:48:32,15
112,A_DECLINED,1970-04-27 01:48:33,15
113,W_Completeren aanvraag,1970-04-27 01:48:34,15
114,A_SUBMITTED,1970-04-27 01:48:35,16
115,A_PARTLYSUBMITTED,1970-04-27 01:48:36,16
116,W_Afhandelen leads,1970-04-27 01:48:37,16
117,W_Afhandelen leads,1970-04-27 01:48:38,16
118,A_DECLINED,1970-04-27 01:48:39,16
119,W_Afhandelen leads,1970-04-27 01:48:40,16
120,A_SUBMITTED,1970-04-27 01:48:41,17
121,A_PARTLYSUBMITTED,1970-04-27 01:48:42,17
122,A_DECLINED,1970-04-27 01:48:43,17
123,A_SUBMITTED,1970-04-27 01:48:44,18
124,A_PARTLYSUBMITTED,1970-04-27 01:48:45,18
125,W_Afhandelen leads,1970-04-27 01:48:46,18
126,W_Afhandelen leads,1970-04-27 01:48:47,18
127,A_PREACCEPTED,1970-04-27 01:48:48,18
128,W_Completeren aanvraag,1970-04-27 01:48:49,18
129,W_Afhandelen leads,1970-04-27 01:48:50,18
130,W_Completeren aanvraag,1970-04-27 01:48:51,18
131,A_DECLINED,1970-04-27 01:48:52,18
132,W_Completeren aanvraag,1970-04-27 01:48:53,18
133,A_SUBMITTED,1970-04-27 01:48:54,19
134,A_PARTLYSUBMITTED,1970-04-27 01:48:55,19
135,A_DECLINED,1970-04-27 01:48:56,19
136,A_SUBMITTED,1970-04-27 01:48:57,20
137,A_PARTLYSUBMITTED,1970-04-27 01:48:58,20
138,W_Afhandelen leads,1970-04-27 01:48:59,20
139,W_Afhandelen leads,1970-04-27 01:49:00,20
140,W_Afhandelen leads,1970-04-27 01:49:01,20
141,W_Afhandelen leads,1970-04-27 01:49:02,20
142,A_PREACCEPTED,1970-04-27 01:49:03,20
143,W_Completeren aanvraag,1970-04-27 01:49:04,20
144,W_Afhandelen leads,1970-04-27 01:49:05,20
145,W_Completeren aanvraag,1970-04-27 01:49:06,20
146,A_DECLINED,1970-04-27 01:49:07,20
147,W_Completeren aanvraag,1970-04-27 01:49:08,20
148,A_SUBMITTED,1970-04-27 01:49:09,21
149,A_PARTLYSUBMITTED,1970-04-27 01:49:10,21
150,A_DECLINED,1970-04-27 01:49:11,21
151,A_SUBMITTED,1970-04-27 01:49:12,22
152,A_PARTLYSUBMITTED,1970-04-27 01:49:13,22
153,A_DECLINED,1970-04-27 01:49:14,22
154,A_SUBMITTED,1970-04-27 01:49:15,23
155,A_PARTLYSUBMITTED,1970-04-27 01:49:16,23
156,A_PREACCEPTED,1970-04-27 01:49:17,23
157,W_Completeren aanvraag,1970-04-27 01:49:18,23
158,W_Completeren aanvraag,1970-04-27 01:49:19,23
159,W_Completeren aanvraag,1970-04-27 01:49:20,23
160,W_Completeren aanvraag,1970-04-27 01:49:21,23
161,W_Completeren aanvraag,1970-04-27 01:49:22,23
162,W_Completeren aanvraag,1970-04-27 01:49:23,23
163,A_CANCELLED,1970-04-27 01:49:24,23
164,W_Completeren aanvraag,1970-04-27 01:49:25,23
165,A_SUBMITTED,1970-04-27 01:49:26,24
166,A_PARTLYSUBMITTED,1970-04-27 01:49:27,24
167,A_DECLINED,1970-04-27 01:49:28,24
168,A_SUBMITTED,1970-04-27 01:49:29,25
169,A_PARTLYSUBMITTED,1970-04-27 01:49:30,25
170,A_DECLINED,1970-04-27 01:49:31,25
171,A_SUBMITTED,1970-04-27 01:49:32,26
172,A_PARTLYSUBMITTED,1970-04-27 01:49:33,26
173,W_Afhandelen leads,1970-04-27 01:49:34,26
174,W_Afhandelen leads,1970-04-27 01:49:35,26
175,W_Afhandelen leads,1970-04-27 01:49:36,26
176,W_Afhandelen leads,1970-04-27 01:49:37,26
177,A_DECLINED,1970-04-27 01:49:38,26
178,W_Afhandelen leads,1970-04-27 01:49:39,26
179,A_SUBMITTED,1970-04-27 01:49:40,27
180,A_PARTLYSUBMITTED,1970-04-27 01:49:41,27
181,W_Afhandelen leads,1970-04-27 01:49:42,27
182,W_Afhandelen leads,1970-04-27 01:49:43,27
183,A_DECLINED,1970-04-27 01:49:44,27
184,W_Afhandelen leads,1970-04-27 01:49:45,27
185,A_SUBMITTED,1970-04-27 01:49:46,28
186,A_PARTLYSUBMITTED,1970-04-27 01:49:47,28
187,A_DECLINED,1970-04-27 01:49:48,28
188,A_SUBMITTED,1970-04-27 01:49:49,29
189,A_PARTLYSUBMITTED,1970-04-27 01:49:50,29
190,A_DECLINED,1970-04-27 01:49:51,29
191,A_SUBMITTED,1970-04-27 01:49:52,30
192,A_PARTLYSUBMITTED,1970-04-27 01:49:53,30
193,A_DECLINED,1970-04-27 01:49:54,30
194,A_SUBMITTED,1970-04-27 01:49:55,31
195,A_PARTLYSUBMITTED,1970-04-27 01:49:56,31
196,A_DECLINED,1970-04-27 01:49:57,31
197,A_SUBMITTED,1970-04-27 01:49:58,32
198,A_PARTLYSUBMITTED,1970-04-27 01:49:59,32
199,A_DECLINED,1970-04-27 01:50:00,32
200,A_SUBMITTED,1970-04-27 01:50:01,33
201,A_PARTLYSUBMITTED,1970-04-27 01:50:02,33
202,W_Afhandelen leads,1970-04-27 01:50:03,33
203,W_Afhandelen leads,1970-04-27 01:50:04,33
204,A_DECLINED,1970-04-27 01:50:05,33
205,W_Afhandelen leads,1970-04-27 01:50:06,33
206,A_SUBMITTED,1970-04-27 01:50:07,34
207,A_PARTLYSUBMITTED,1970-04-27 01:50:08,34
208,A_DECLINED,1970-04-27 01:50:09,34
209,A_SUBMITTED,1970-04-27 01:50:10,35
210,A_PARTLYSUBMITTED,1970-04-27 01:50:11,35
211,A_DECLINED,1970-04-27 01:50:12,35
212,A_SUBMITTED,1970-04-27 01:50:13,36
213,A_PARTLYSUBMITTED,1970-04-27 01:50:14,36
214,W_Afhandelen leads,1970-04-27 01:50:15,36
215,W_Afhandelen leads,1970-04-27 01:50:16,36
216,A_DECLINED,1970-04-27 01:50:17,36
217,W_Afhandelen leads,1970-04-27 01:50:18,36
218,A_SUBMITTED,1970-04-27 01:50:19,37
219,A_PARTLYSUBMITTED,1970-04-27 01:50:20,37
220,W_Afhandelen leads,1970-04-27 01:50:21,37
221,W_Afhandelen leads,1970-04-27 01:50:22,37
222,A_DECLINED,1970-04-27 01:50:23,37
223,W_Afhandelen leads,1970-04-27 01:50:24,37
224,A_SUBMITTED,1970-04-27 01:50:25,38
225,A_PARTLYSUBMITTED,1970-04-27 01:50:26,38
226,A_DECLINED,1970-04-27 01:50:27,38
227,A_SUBMITTED,1970-04-27 01:50:28,39
228,A_PARTLYSUBMITTED,1970-04-27 01:50:29,39
229,A_DECLINED,1970-04-27 01:50:30,39
230,A_SUBMITTED,1970-04-27 01:50:31,40
231,A_PARTLYSUBMITTED,1970-04-27 01:50:32,40
232,W_Beoordelen fraude,1970-04-27 01:50:33,40
233,W_Beoordelen fraude,1970-04-27 01:50:34,40
234,W_Beoordelen fraude,1970-04-27 01:50:35,40
235,W_Beoordelen fraude,1970-04-27 01:50:36,40
236,W_Beoordelen fraude,1970-04-27 01:50:37,40
237,W_Beoordelen fraude,1970-04-27 01:50:38,40
238,A_DECLINED,1970-04-27 01:50:39,40
239,W_Beoordelen fraude,1970-04-27 01:50:40,40
240,A_SUBMITTED,1970-04-27 01:50:41,41
241,A_PARTLYSUBMITTED,1970-04-27 01:50:42,41
242,A_DECLINED,1970-04-27 01:50:43,41
243,A_SUBMITTED,1970-04-27 01:50:44,42
244,A_PARTLYSUBMITTED,1970-04-27 01:50:45,42
245,W_Afhandelen leads,1970-04-27 01:50:46,42
246,W_Afhandelen leads,1970-04-27 01:50:47,42
247,A_PREACCEPTED,1970-04-27 01:50:48,42
248,W_Completeren aanvraag,1970-04-27 01:50:49,42
249,W_Afhandelen leads,1970-04-27 01:50:50,42
250,W_Completeren aanvraag,1970-04-27 01:50:51,42
251,W_Completeren aanvraag,1970-04-27 01:50:52,42
252,W_Completeren aanvraag,1970-04-27 01:50:53,42
253,A_DECLINED,1970-04-27 01:50:54,42
254,W_Completeren aanvraag,1970-04-27 01:50:55,42
255,A_SUBMITTED,1970-04-27 01:50:56,43
256,A_PARTLYSUBMITTED,1970-04-27 01:50:57,43
257,A_DECLINED,1970-04-27 01:50:58,43
258,A_SUBMITTED,1970-04-27 01:50:59,44
259,A_PARTLYSUBMITTED,1970-04-27 01:51:00,44
260,W_Afhandelen leads,1970-04-27 01:51:01,44
261,W_Afhandelen leads,1970-04-27 01:51:02,44
262,A_DECLINED,1970-04-27 01:51:03,44
263,W_Afhandelen leads,1970-04-27 01:51:04,44
264,A_SUBMITTED,1970-04-27 01:51:05,45
265,A_PARTLYSUBMITTED,1970-04-27 01:51:06,45
266,A_DECLINED,1970-04-27 01:51:07,45
267,A_SUBMITTED,1970-04-27 01:51:08,46
268,A_PARTLYSUBMITTED,1970-04-27 01:51:09,46
269,W_Afhandelen leads,1970-04-27 01:51:10,46
270,W_Afhandelen leads,1970-04-27 01:51:11,46
271,A_DECLINED,1970-04-27 01:51:12,46
272,W_Afhandelen leads,1970-04-27 01:51:13,46
273,A_SUBMITTED,1970-04-27 01:51:14,47
274,A_PARTLYSUBMITTED,1970-04-27 01:51:15,47
275,W_Afhandelen leads,1970-04-27 01:51:16,47
276,W_Afhandelen leads,1970-04-27 01:51:17,47
277,A_PREACCEPTED,1970-04-27 01:51:18,47
278,W_Completeren aanvraag,1970-04-27 01:51:19,47
279,W_Afhandelen leads,1970-04-27 01:51:20,47
280,W_Completeren aanvraag,1970-04-27 01:51:21,47
281,A_CANCELLED,1970-04-27 01:51:22,47
282,W_Completeren aanvraag,1970-04-27 01:51:23,47
283,A_SUBMITTED,1970-04-27 01:51:24,48
284,A_PARTLYSUBMITTED,1970-04-27 01:51:25,48
285,A_DECLINED,1970-04-27 01:51:26,48
286,A_SUBMITTED,1970-04-27 01:51:27,49
287,A_PARTLYSUBMITTED,1970-04-27 01:51:28,49
288,A_DECLINED,1970-04-27 01:51:29,49
289,A_SUBMITTED,1970-04-27 01:51:30,50
290,A_PARTLYSUBMITTED,1970-04-27 01:51:31,50
291,A_DECLINED,1970-04-27 01:51:32,50
292,A_SUBMITTED,1970-04-27 01:51:33,51
293,A_PARTLYSUBMITTED,1970-04-27 01:51:34,51
294,W_Afhandelen leads,1970-04-27 01:51:35,51
295,W_Afhandelen leads,1970-04-27 01:51:36,51
296,A_DECLINED,1970-04-27 01:51:37,51
297,W_Afhandelen leads,1970-04-27 01:51:38,51
298,A_SUBMITTED,1970-04-27 01:51:39,52
299,A_PARTLYSUBMITTED,1970-04-27 01:51:40,52
300,W_Afhandelen leads,1970-04-27 01:51:41,52
301,W_Afhandelen leads,1970-04-27 01:51:42,52
302,A_DECLINED,1970-04-27 01:51:43,52
303,W_Afhandelen leads,1970-04-27 01:51:44,52
304,A_SUBMITTED,1970-04-27 01:51:45,53
305,A_PARTLYSUBMITTED,1970-04-27 01:51:46,53
306,W_Afhandelen leads,1970-04-27 01:51:47,53
307,W_Afhandelen leads,1970-04-27 01:51:48,53
308,A_DECLINED,1970-04-27 01:51:49,53
309,W_Afhandelen leads,1970-04-27 01:51:50,53
310,A_SUBMITTED,1970-04-27 01:51:51,54
311,A_PARTLYSUBMITTED,1970-04-27 01:51:52,54
312,W_Afhandelen leads,1970-04-27 01:51:53,54
313,W_Afhandelen leads,1970-04-27 01:51:54,54
314,A_PREACCEPTED,1970-04-27 01:51:55,54
315,W_Completeren aanvraag,1970-04-27 01:51:56,54
316,W_Afhandelen leads,1970-04-27 01:51:57,54
317,W_Completeren aanvraag,1970-04-27 01:51:58,54
318,W_Completeren aanvraag,1970-04-27 01:51:59,54
319,W_Completeren aanvraag,1970-04-27 01:52:00,54
320,W_Completeren aanvraag,1970-04-27 01:52:01,54
321,W_Completeren aanvraag,1970-04-27 01:52:02,54
322,A_DECLINED,1970-04-27 01:52:03,54
323,W_Completeren aanvraag,1970-04-27 01:52:04,54
324,A_SUBMITTED,1970-04-27 01:52:05,55
325,A_PARTLYSUBMITTED,1970-04-27 01:52:06,55
326,W_Afhandelen leads,1970-04-27 01:52:07,55
327,W_Afhandelen leads,1970-04-27 01:52:08,55
328,A_DECLINED,1970-04-27 01:52:09,55
329,W_Afhandelen leads,1970-04-27 01:52:10,55
330,A_SUBMITTED,1970-04-27 01:52:11,56
331,A_PARTLYSUBMITTED,1970-04-27 01:52:12,56
332,A_DECLINED,1970-04-27 01:52:13,56
333,A_SUBMITTED,1970-04-27 01:52:14,57
334,A_PARTLYSUBMITTED,1970-04-27 01:52:15,57
335,A_PREACCEPTED,1970-04-27 01:52:16,57
336,W_Completeren aanvraag,1970-04-27 01:52:17,57
337,W_Completeren aanvraag,1970-04-27 01:52:18,57
338,A_DECLINED,1970-04-27 01:52:19,57
339,W_Completeren aanvraag,1970-04-27 01:52:20,57
340,A_SUBMITTED,1970-04-27 01:52:21,58
341,A_PARTLYSUBMITTED,1970-04-27 01:52:22,58
342,W_Afhandelen leads,1970-04-27 01:52:23,58
343,W_Afhandelen leads,1970-04-27 01:52:24,58
344,W_Afhandelen leads,1970-04-27 01:52:25,58
345,W_Afhandelen leads,1970-04-27 01:52:26,58
346,A_DECLINED,1970-04-27 01:52:27,58
347,W_Afhandelen leads,1970-04-27 01:52:28,58
348,A_SUBMITTED,1970-04-27 01:52:29,59
349,A_PARTLYSUBMITTED,1970-04-27 01:52:30,59
350,A_DECLINED,1970-04-27 01:52:31,59
351,A_SUBMITTED,1970-04-27 01:52:32,60
352,A_PARTLYSUBMITTED,1970-04-27 01:52:33,60
353,A_DECLINED,1970-04-27 01:52:34,60
354,A_SUBMITTED,1970-04-27 01:52:35,61
355,A_PARTLYSUBMITTED,1970-04-27 01:52:36,61
356,A_DECLINED,1970-04-27 01:52:37,61
357,A_SUBMITTED,1970-04-27 01:52:38,62
358,A_PARTLYSUBMITTED,1970-04-27 01:52:39,62
359,A_DECLINED,1970-04-27 01:52:40,62
360,A_SUBMITTED,1970-04-27 01:52:41,63
361,A_PARTLYSUBMITTED,1970-04-27 01:52:42,63
362,W_Afhandelen leads,1970-04-27 01:52:43,63
363,W_Afhandelen leads,1970-04-27 01:52:44,63
364,A_DECLINED,1970-04-27 01:52:45,63
365,W_Afhandelen leads,1970-04-27 01:52:46,63
366,A_SUBMITTED,1970-04-27 01:52:47,64
367,A_PARTLYSUBMITTED,1970-04-27 01:52:48,64
368,W_Afhandelen leads,1970-04-27 01:52:49,64
369,W_Afhandelen leads,1970-04-27 01:52:50,64
370,A_DECLINED,1970-04-27 01:52:51,64
371,W_Afhandelen leads,1970-04-27 01:52:52,64
372,A_SUBMITTED,1970-04-27 01:52:53,65
373,A_PARTLYSUBMITTED,1970-04-27 01:52:54,65
374,A_DECLINED,1970-04-27 01:52:55,65
375,A_SUBMITTED,1970-04-27 01:52:56,66
376,A_PARTLYSUBMITTED,1970-04-27 01:52:57,66
377,A_PREACCEPTED,1970-04-27 01:52:58,66
378,W_Completeren aanvraag,1970-04-27 01:52:59,66
379,W_Completeren aanvraag,1970-04-27 01:53:00,66
380,A_ACCEPTED,1970-04-27 01:53:01,66
381,W_Completeren aanvraag,1970-04-27 01:53:02,66
382,W_Completeren aanvraag,1970-04-27 01:53:03,66
383,A_DECLINED,1970-04-27 01:53:04,66
384,W_Completeren aanvraag,1970-04-27 01:53:05,66
385,A_SUBMITTED,1970-04-27 01:53:06,67
386,A_PARTLYSUBMITTED,1970-04-27 01:53:07,67
387,A_DECLINED,1970-04-27 01:53:08,67
388,A_SUBMITTED,1970-04-27 01:53:09,68
389,A_PARTLYSUBMITTED,1970-04-27 01:53:10,68
390,W_Afhandelen leads,1970-04-27 01:53:11,68
391,W_Afhandelen leads,1970-04-27 01:53:12,68
392,A_PREACCEPTED,1970-04-27 01:53:13,68
393,W_Completeren aanvraag,1970-04-27 01:53:14,68
394,W_Afhandelen leads,1970-04-27 01:53:15,68
395,W_Completeren aanvraag,1970-04-27 01:53:16,68
396,W_Completeren aanvraag,1970-04-27 01:53:17,68
397,W_Completeren aanvraag,1970-04-27 01:53:18,68
398,A_CANCELLED,1970-04-27 01:53:19,68
399,W_Completeren aanvraag,1970-04-27 01:53:20,68
400,A_SUBMITTED,1970-04-27 01:53:21,69
401,A_PARTLYSUBMITTED,1970-04-27 01:53:22,69
402,W_Afhandelen leads,1970-04-27 01:53:23,69
403,W_Afhandelen leads,1970-04-27 01:53:24,69
404,A_DECLINED,1970-04-27 01:53:25,69
405,W_Afhandelen leads,1970-04-27 01:53:26,69
406,A_SUBMITTED,1970-04-27 01:53:27,70
407,A_PARTLYSUBMITTED,1970-04-27 01:53:28,70
408,W_Afhandelen leads,1970-04-27 01:53:29,70
409,W_Afhandelen leads,1970-04-27 01:53:30,70
410,A_DECLINED,1970-04-27 01:53:31,70
411,W_Afhandelen leads,1970-04-27 01:53:32,70
412,A_SUBMITTED,1970-04-27 01:53:33,71
413,A_PARTLYSUBMITTED,1970-04-27 01:53:34,71
414,W_Afhandelen leads,1970-04-27 01:53:35,71
415,W_Afhandelen leads,1970-04-27 01:53:36,71
416,A_DECLINED,1970-04-27 01:53:37,71
417,W_Afhandelen leads,1970-04-27 01:53:38,71
418,A_SUBMITTED,1970-04-27 01:53:39,72
419,A_PARTLYSUBMITTED,1970-04-27 01:53:40,72
420,W_Afhandelen leads,1970-04-27 01:53:41,72
421,W_Afhandelen leads,1970-04-27 01:53:42,72
422,A_DECLINED,1970-04-27 01:53:43,72
423,W_Afhandelen leads,1970-04-27 01:53:44,72
424,A_SUBMITTED,1970-04-27 01:53:45,73
425,A_PARTLYSUBMITTED,1970-04-27 01:53:46,73
426,W_Afhandelen leads,1970-04-27 01:53:47,73
427,W_Afhandelen leads,1970-04-27 01:53:48,73
428,A_DECLINED,1970-04-27 01:53:49,73
429,W_Afhandelen leads,1970-04-27 01:53:50,73
430,A_SUBMITTED,1970-04-27 01:53:51,74
431,A_PARTLYSUBMITTED,1970-04-27 01:53:52,74
432,W_Afhandelen leads,1970-04-27 01:53:53,74
433,W_Afhandelen leads,1970-04-27 01:53:54,74
434,A_DECLINED,1970-04-27 01:53:55,74
435,W_Afhandelen leads,1970-04-27 01:53:56,74
436,A_SUBMITTED,1970-04-27 01:53:57,75
437,A_PARTLYSUBMITTED,1970-04-27 01:53:58,75
438,W_Afhandelen leads,1970-04-27 01:53:59,75
439,W_Afhandelen leads,1970-04-27 01:54:00,75
440,A_PREACCEPTED,1970-04-27 01:54:01,75
441,W_Completeren aanvraag,1970-04-27 01:54:02,75
442,W_Afhandelen leads,1970-04-27 01:54:03,75
443,W_Completeren aanvraag,1970-04-27 01:54:04,75
444,W_Completeren aanvraag,1970-04-27 01:54:05,75
445,W_Completeren aanvraag,1970-04-27 01:54:06,75
446,W_Completeren aanvraag,1970-04-27 01:54:07,75
447,W_Completeren aanvraag,1970-04-27 01:54:08,75
448,A_CANCELLED,1970-04-27 01:54:09,75
449,W_Completeren aanvraag,1970-04-27 01:54:10,75
450,A_SUBMITTED,1970-04-27 01:54:11,76
451,A_PARTLYSUBMITTED,1970-04-27 01:54:12,76
452,A_DECLINED,1970-04-27 01:54:13,76
453,A_SUBMITTED,1970-04-27 01:54:14,77
454,A_PARTLYSUBMITTED,1970-04-27 01:54:15,77
455,W_Afhandelen leads,1970-04-27 01:54:16,77
456,W_Afhandelen leads,1970-04-27 01:54:17,77
457,A_DECLINED,1970-04-27 01:54:18,77
458,W_Afhandelen leads,1970-04-27 01:54:19,77
459,A_SUBMITTED,1970-04-27 01:54:20,78
460,A_PARTLYSUBMITTED,1970-04-27 01:54:21,78
461,A_DECLINED,1970-04-27 01:54:22,78
462,A_SUBMITTED,1970-04-27 01:54:23,79
463,A_PARTLYSUBMITTED,1970-04-27 01:54:24,79
464,A_DECLINED,1970-04-27 01:54:25,79
465,A_SUBMITTED,1970-04-27 01:54:26,80
466,A_PARTLYSUBMITTED,1970-04-27 01:54:27,80
467,A_DECLINED,1970-04-27 01:54:28,80
468,A_SUBMITTED,1970-04-27 01:54:29,81
469,A_PARTLYSUBMITTED,1970-04-27 01:54:30,81
470,A_DECLINED,1970-04-27 01:54:31,81
471,A_SUBMITTED,1970-04-27 01:54:32,82
472,A_PARTLYSUBMITTED,1970-04-27 01:54:33,82
473,W_Afhandelen leads,1970-04-27 01:54:34,82
474,W_Afhandelen leads,1970-04-27 01:54:35,82
475,A_PREACCEPTED,1970-04-27 01:54:36,82
476,W_Completeren aanvraag,1970-04-27 01:54:37,82
477,W_Afhandelen leads,1970-04-27 01:54:38,82
478,W_Completeren aanvraag,1970-04-27 01:54:39,82
479,A_DECLINED,1970-04-27 01:54:40,82
480,W_Completeren aanvraag,1970-04-27 01:54:41,82
481,A_SUBMITTED,1970-04-27 01:54:42,83
482,A_PARTLYSUBMITTED,1970-04-27 01:54:43,83
483,A_DECLINED,1970-04-27 01:54:44,83
484,A_SUBMITTED,1970-04-27 01:54:45,84
485,A_PARTLYSUBMITTED,1970-04-27 01:54:46,84
486,A_DECLINED,1970-04-27 01:54:47,84
487,A_SUBMITTED,1970-04-27 01:54:48,85
488,A_PARTLYSUBMITTED,1970-04-27 01:54:49,85
489,W_Afhandelen leads,1970-04-27 01:54:50,85
490,W_Afhandelen leads,1970-04-27 01:54:51,85
491,A_PREACCEPTED,1970-04-27 01:54:52,85
492,W_Completeren aanvraag,1970-04-27 01:54:53,85
493,W_Afhandelen leads,1970-04-27 01:54:54,85
